Activity Id,Date,Type,Route Name,Distance (km),Duration,Average Pace,Average Speed (km/h),Calories Burned,Climb (m),Average Heart Rate (bpm),Friend's Tagged,Notes,GPX File
f271a97f-fea8-4f54-b116-0e237d90c96f,2016-06-27 17:20:49,Running,,6.23,39:25,6:20,9.48,472.0,69,,"","",2016-06-27-172049.gpx
cf22e986-f1b5-492b-94b4-8b1e7ab4d264,2016-06-24 19:28:04,Running,,4.37,28:00,6:25,9.36,319.0,21,,"","",2016-06-24-192804.gpx
9af7858a-eef8-440b-b78a-815454c55c8c,2016-06-22 20:02:05,Running,,6.17,39:48,6:27,9.29,443.0,16,,"","",2016-06-22-200205.gpx
31e9ac05-2481-4179-a28f-654401284232,2016-06-19 17:08:05,Running,,6.19,40:40,6:34,9.14,469.0,67,,"","",2016-06-19-170805.gpx
53788633-7f0b-4601-94e9-4bdd720fd87c,2016-06-15 14:01:56,Running,,6.51,42:57,6:36,9.10,483.0,25,,"","",2016-06-15-140156.gpx
da69864b-3fbe-4e85-a4b5-58c1985e6cd9,2016-06-13 13:44:14,Running,,6.25,42:32,6:48,8.82,448.0,18,,"","",2016-06-13-134414.gpx
55076775-8488-4a2a-bc29-2f5105b887b9,2016-06-11 17:53:35,Running,,4.68,29:49,6:23,9.41,348.0,18,,"","",2016-06-11-175335.gpx
86af4f34-db31-45f4-b95a-3f2c7d49f03a,2016-05-05 21:46:05,Running,,3.80,20:06,5:18,11.33,291.0,23,,"","",2016-05-05-214605.gpx
63174c36-7560-426a-bf2e-093f83c7645b,2016-05-03 18:08:56,Running,,3.80,20:18,5:21,11.23,292.0,23,,"","",2016-05-03-180856.gpx
32f306de-6a7d-48b7-9c3c-59dfd8357edf,2016-04-27 21:28:02,Running,,2.76,14:40,5:19,11.29,214.0,24,,"","",2016-04-27-212802.gpx
ce8a0664-00b2-4052-aa1a-63aa5e5a39b5,2016-04-20 20:25:01,Running,,2.75,14:04,5:07,11.71,213.0,23,,"","",2016-04-20-202501.gpx
5b4f1a7d-b1ee-4c25-930f-cfd6803e5a19,2016-04-18 20:01:17,Running,,2.75,14:23,5:14,11.47,213.0,23,,"","",2016-04-18-200117.gpx
5b9fc5bb-2189-46ed-95a3-65c7c3264cff,2016-04-15 20:48:39,Running,,2.75,14:08,5:09,11.67,213.0,23,,"","",2016-04-15-204839.gpx
806de836-19f9-45e0-8cfb-fa58323203f1,2016-04-13 20:36:32,Running,,2.79,14:26,5:11,11.58,216.0,23,,"","",2016-04-13-203632.gpx
16ea02ab-4a4e-477b-9233-220d31ac36bf,2016-04-04 20:09:48,Running,,6.94,43:00,6:12,9.69,547.0,75,,"","",2016-04-04-200948.gpx
6ff25336-e920-44fa-93df-c5033eb8b614,2016-04-02 20:43:11,Running,,2.76,16:01,5:49,10.32,214.0,23,,"","",2016-04-02-204311.gpx
a52eb3fb-5544-4a9f-b828-2bb50499644e,2016-03-29 20:16:56,Running,,5.14,32:27,6:19,9.51,397.0,38,,"","",2016-03-29-201656.gpx
3a1a1337-5644-4826-a1ee-1b9591a7f184,2016-03-07 19:35:31,Running,,2.80,16:31,5:55,10.15,217.0,23,,"","",2016-03-07-193531.gpx
a2ee53a2-0be7-4362-ab7e-e5fd615fd59b,2016-03-01 18:41:59,Running,,2.80,16:38,5:57,10.09,280.0,200,,"","",2016-03-01-184159.gpx
c66d864f-b46e-411a-a3a9-aa65ba00b04c,2016-01-25 18:20:11,Running,,2.78,15:53,5:43,10.49,216.0,23,,"","",2016-01-25-182011.gpx
6cba4662-c32f-4fd2-b64c-b7dbdd63fa5a,2016-01-17 15:49:31,Running,,2.74,16:21,5:59,10.04,208.0,19,,"","",2016-01-17-154931.gpx
7c93fdd2-560c-43ec-90a1-5ce077b965e1,2016-01-12 19:32:09,Running,,2.81,17:10,6:07,9.82,217.0,24,,"","",2016-01-12-193209.gpx
0a1e53dc-cde0-4937-a8e6-e7522ebad34c,2015-09-17 19:39:05,Running,,2.77,14:28,5:14,11.48,215.0,23,,"","",2015-09-17-193905.gpx
8773446b-32e8-44f2-b335-6fe3f3841786,2015-09-12 16:41:55,Running,,10.00,58:55,5:54,10.18,778.0,90,,"","",2015-09-12-164155.gpx
df38f7b8-321a-4caa-b75a-82b81e93a996,2015-09-09 19:30:49,Running,,2.78,14:09,5:05,11.80,216.0,23,,"","",2015-09-09-193049.gpx
e055720c-af73-4242-9f39-f47070e77f75,2015-09-07 20:08:24,Running,,2.78,14:36,5:15,11.44,216.0,24,,"","",2015-09-07-200824.gpx
350f6de5-1178-4254-a544-bfea4a3b75c7,2015-08-26 19:43:16,Running,,2.79,14:14,5:06,11.78,217.0,23,,"","",2015-08-26-194316.gpx
12146161-d443-4639-b80d-f98b2449a9ab,2015-08-18 20:50:39,Running,,2.79,14:47,5:17,11.34,217.0,23,,"","",2015-08-18-205039.gpx
91e6684d-9ebb-46bb-b48e-70888916452f,2015-08-16 15:22:46,Walking,,9.54,2:31:37,15:53,3.78,615.0,351,,"","",2015-08-16-152246.gpx
9c421547-09ce-40ea-a1a3-0416b0789834,2015-08-16 15:14:27,Running,,0.90,7:54,8:46,6.85,90.0,102,,"","",2015-08-16-151427.gpx
114b837f-9740-49a4-82f4-607177e07205,2015-08-06 19:19:09,Running,,3.83,31:30,8:14,7.29,380.0,379,,"","",2015-08-06-191909.gpx
b8a9729a-6b75-4785-bb4d-e903ca84daea,2015-08-05 20:23:55,Running,,2.81,14:13,5:04,11.84,216.0,24,,"","",2015-08-05-202355.gpx
fa5441c7-473d-43fd-ad4f-6b25f810cc24,2015-08-04 14:58:27,Walking,,6.81,1:57:58,17:19,3.47,567.0,563,,"","",2015-08-04-145827.gpx
ba395d0f-1134-49fb-a0e5-9e1ea2108ed5,2015-08-02 19:24:26,Running,,2.79,14:42,5:16,11.38,216.0,24,,"","",2015-08-02-192426.gpx
66641812-6247-4165-9181-1fd11cb5585e,2015-07-28 18:57:59,Running,,3.84,33:20,8:41,6.91,374.0,396,,"","",2015-07-28-185759.gpx
9fec5e51-d698-47e2-affa-b9b4233b7da2,2015-07-07 17:44:27,Running,,7.93,1:14:31,9:24,6.39,543.0,84,,"","",2015-07-07-174427.gpx
265f8cc4-d913-4e0c-9e0c-d7c28987ca01,2015-07-07 17:06:46,Running,,3.85,31:46,8:16,7.26,391.0,397,,"","",2015-07-07-170646.gpx
4ac649a2-17d6-491b-a782-070fe3c5b032,2015-07-06 18:58:19,Running,,7.91,1:08:14,8:38,6.96,557.0,87,,"","",2015-07-06-185819.gpx
52cfd35f-0995-4058-a22d-8f5fec7eb86f,2015-07-06 18:15:24,Running,,3.96,35:33,8:59,6.68,390.0,400,,"","",2015-07-06-181524.gpx
bd935783-538c-4b6e-a812-7c2bcc2009a1,2015-07-05 13:59:24,Walking,,10.90,2:44:45,15:07,3.97,703.0,339,,"","",2015-07-05-135924.gpx
df833542-f6e8-4eff-88cf-2a7afd48f31e,2015-06-30 16:47:17,Running,,10.00,57:05,5:42,10.51,782.0,99,,"","",2015-06-30-164717.gpx
f93593e5-803e-4c42-a156-b094917a0067,2015-06-29 17:21:54,Running,,4.19,21:01,5:01,11.96,331.0,59,,"","",2015-06-29-172154.gpx
31079a31-856a-4ae9-8d3e-fced51cadf28,2015-06-27 13:12:25,Walking,,15.29,2:59:35,11:45,5.11,857.0,173,,"","",2015-06-27-131225.gpx
251c4b1a-59c5-49ca-bf15-55249e0fbec6,2015-06-25 19:41:27,Running,,4.60,27:42,6:02,9.96,327.0,40,,"","",2015-06-25-194127.gpx
522e893b-a8fa-46d7-821b-7852d5bc1415,2015-06-22 16:24:10,Running,,10.00,57:15,5:44,10.48,779.0,100,,"","",2015-06-22-162410.gpx
92095560-bf69-401f-8e19-c7d0860f032e,2015-06-21 21:18:11,Running,,2.78,13:47,4:57,12.12,216.0,23,,"","",2015-06-21-211811.gpx
e79691b5-5adb-4d26-886b-8401f8fb4a14,2015-06-21 12:29:00,Walking,,14.54,3:10:58,13:08,4.57,923.0,512,,"","",2015-06-21-122900.gpx
707a7218-381b-4ad1-b335-5830348a6992,2015-06-19 16:54:40,Walking,,14.90,2:47:33,11:15,5.34,885.0,296,,"","",2015-06-19-165440.gpx
f55ccd4d-010b-400d-8235-52d9f3d14a9f,2015-06-18 20:35:06,Walking,,9.40,1:54:27,12:11,4.93,545.0,213,,"","",2015-06-18-203506.gpx
b46263d1-ab40-49b2-a90c-e9b9c3eddea2,2015-06-16 20:36:55,Running,,2.78,13:55,5:01,11.98,216.0,24,,"","",2015-06-16-203655.gpx
93b4f850-79a8-48a8-ae81-b7dd26f3176f,2015-06-15 09:49:21,Walking,,5.30,1:04:55,12:15,4.90,305.0,78,,"","",2015-06-15-094921.gpx
57b8161c-767e-4ca0-af21-f3262e141e57,2015-06-14 18:41:26,Running,,5.97,33:47,5:39,10.61,482.0,110,,"","",2015-06-14-184126.gpx
17839825-50d2-4cad-82ba-b81b13a509d8,2015-06-10 18:35:43,Running,,2.79,14:12,5:05,11.79,217.0,23,,"","",2015-06-10-183543.gpx
b423f1ed-d24d-43ad-b55b-33beb990af86,2015-06-02 18:11:28,Running,,10.01,56:59,5:42,10.54,778.0,92,,"","",2015-06-02-181128.gpx
4806a777-6b86-4c85-b8b8-a6fb2a2b17a1,2015-05-31 15:53:17,Walking,,14.91,2:55:17,11:45,5.10,859.0,294,,"","",2015-05-31-155317.gpx
8bd70ad8-077b-4859-92ac-fdd5b24dd557,2015-05-28 20:50:59,Running,,2.96,19:06,6:27,9.31,233.0,43,,"","",2015-05-28-205059.gpx
abf1b27f-6213-4e29-b382-5cbdd2982cc8,2015-05-28 20:42:59,Running,,1.59,6:57,4:22,13.76,126.0,25,,"","",2015-05-28-204259.gpx
30894082-3d1f-4ec5-bb38-016a4ae243a9,2015-05-27 19:13:12,Running,,2.73,17:44,6:30,9.23,213.0,44,,"","",2015-05-27-191312.gpx
06e06e16-eb63-4747-b5ad-ee3e0f226496,2015-05-27 19:02:32,Running,,1.55,6:57,4:28,13.42,123.0,26,,"","",2015-05-27-190232.gpx
ba16a0d7-c750-4e0b-bc7a-c0b24ff5a8cd,2015-05-25 19:15:50,Running,,2.80,13:40,4:53,12.29,218.0,23,,"","",2015-05-25-191550.gpx
bbca7348-f022-42a4-a49a-89732efcd397,2015-05-21 18:54:01,Running,,2.78,13:27,4:50,12.40,215.0,23,,"","",2015-05-21-185401.gpx
b4afabac-38ca-43b9-a6c2-4aef5c573b49,2015-05-19 17:42:54,Running,,2.79,14:06,5:04,11.86,216.0,23,,"","",2015-05-19-174254.gpx
3e4ff3a1-d1de-4f35-bd7d-71cbf8a3141b,2015-05-16 14:56:50,Walking,,10.15,1:56:48,11:30,5.21,610.0,279,,"","",2015-05-16-145650.gpx
1bcc2a10-d60d-46bd-8d19-6f4687c89ac7,2015-05-12 19:26:07,Running,,2.77,13:44,4:58,12.08,215.0,23,,"","",2015-05-12-192607.gpx
356be9e4-57ac-4fe3-8512-14e84ff74a4f,2015-05-07 19:34:58,Running,,1.24,6:46,5:27,10.99,92.0,1,,"","",2015-05-07-193458.gpx
ddb69c33-32bd-4c0e-be0d-1659523ed346,2015-05-07 19:27:17,Running,,1.26,6:20,5:01,11.96,109.0,41,,"","",2015-05-07-192717.gpx
791a11fb-4de6-4e4e-8b8a-0a032b7875f5,2015-05-04 18:56:29,Running,,1.26,6:42,5:20,11.25,93.0,1,,"","",2015-05-04-185629.gpx
b281c080-865c-4b79-a081-5e8f93fe9a89,2015-05-04 18:48:13,Running,,1.24,6:49,5:30,10.92,107.0,39,,"","",2015-05-04-184813.gpx
c9b029c8-a831-4bd7-9b53-81382d392cc1,2015-05-02 21:40:36,Running,,1.25,6:48,5:26,11.03,92.0,2,,"","",2015-05-02-214036.gpx
6598c333-478a-4abc-8c42-39ebbc8d6ae3,2015-05-02 21:32:25,Running,,1.24,6:49,5:29,10.95,107.0,39,,"","",2015-05-02-213225.gpx
ce2d27a2-5189-45c4-9d1c-dbe14ffebab5,2015-04-29 19:35:46,Running,,1.24,7:02,5:39,10.62,92.0,1,,"","",2015-04-29-193546.gpx
3b13c0c3-785a-41e4-8354-8e23dadc5d4a,2015-04-29 19:27:37,Running,,1.25,6:40,5:20,11.26,107.0,39,,"","",2015-04-29-192737.gpx
7db9dd7d-a4e5-4cca-823b-9b6560396705,2015-04-27 19:02:35,Running,,1.26,6:45,5:22,11.17,94.0,1,,"","",2015-04-27-190235.gpx
870346cb-03b8-407b-b2e4-74238e7f7482,2015-04-27 18:53:52,Running,,1.26,6:49,5:25,11.08,108.0,40,,"","",2015-04-27-185352.gpx
bf89e133-c6ef-4c35-90b7-d50826bf7ad8,2015-04-22 20:33:45,Running,,1.20,6:23,5:19,11.27,99.0,37,,"","",2015-04-22-203345.gpx
02410c93-fce4-4311-b446-7310008ed082,2015-04-20 18:24:47,Running,,3.67,20:50,5:41,10.56,284.0,33,,"","",2015-04-20-182447.gpx
8f98b0bd-58f8-428c-8c55-2bd1d6ea88da,2015-04-16 18:10:21,Running,,1.40,7:52,5:37,10.70,106.0,6,,"","",2015-04-16-181021.gpx
43c1f8ad-8c18-49d3-b2eb-018505ee3809,2015-04-16 18:01:58,Running,,1.39,7:24,5:19,11.29,110.0,17,,"","",2015-04-16-180158.gpx
595bb347-3a81-4650-ad69-c82932fb668c,2015-04-13 18:54:27,Running,,1.38,8:28,6:08,9.78,103.0,6,,"","",2015-04-13-185427.gpx
e9f8d5e5-f090-4b3e-896c-a0e8c4158588,2015-04-13 18:46:07,Running,,1.42,7:12,5:03,11.86,111.0,17,,"","",2015-04-13-184607.gpx
178a0cf8-1e0b-4980-815f-3e66a08cd1fa,2015-03-25 20:15:43,Running,,2.84,15:12,5:21,11.23,218.0,24,,"","",2015-03-25-201543.gpx
6ec5fcfd-aa3c-4a58-8b66-56d0f91a4559,2015-03-23 19:36:36,Running,,2.80,15:29,5:31,10.86,217.0,24,,"","",2015-03-23-193636.gpx
a37b76f5-6593-4d97-b5c2-4246c2e7fb04,2015-03-18 19:24:43,Running,,2.79,15:25,5:32,10.86,217.0,23,,"","",2015-03-18-192443.gpx
f2b7e0b1-608e-456c-85d3-bceb53c8e6ba,2015-03-16 19:39:29,Running,,2.99,16:04,5:22,11.17,223.0,23,,"","",2015-03-16-193929.gpx
7cc1a7ef-31f2-40bb-aa3a-c104d74134b3,2015-02-23 19:16:10,Running,,2.79,17:18,6:13,9.66,216.0,24,,"","",2015-02-23-191610.gpx
4a6d5db7-c6da-41cc-a570-cb1546ff69c0,2015-02-16 19:07:02,Running,,2.51,15:10,6:03,9.93,188.0,6,,"","",2015-02-16-190702.gpx
7cde026f-ac02-49bf-b490-6083fc0a80f4,2015-01-26 21:09:51,Running,,2.79,20:10,7:14,8.29,0.0,179,,"","",2015-01-26-210951.gpx
632bc7b3-b419-453d-8b81-7ae93f8c63b4,2014-12-08 20:12:21,Running,,2.35,16:27,7:00,8.56,178.53287245793,26,,"","",2014-12-08-201221.gpx
81ca8b1e-f183-4a62-ba65-599cc89fe39a,2014-09-14 12:17:57,Walking,,13.50,3:11:44,14:12,4.22,852.0,456,,"","",2014-09-14-121757.gpx
4987557b-1ae9-4828-8bac-8366e7205899,2014-09-07 11:55:14,Walking,,14.55,3:02:55,12:34,4.77,809.0,148,,"","",2014-09-07-115514.gpx
40328f2e-06d6-4f59-bea7-0ea5f58868e4,2014-08-31 12:11:23,Walking,,1.43,16:39,11:39,5.15,84.0,41,,"","",2014-08-31-121123.gpx
819486c2-9251-4da4-a170-556770c5aa44,2014-08-28 18:06:51,Walking,,15.74,3:26:41,13:08,4.57,985.0,587,,"","",2014-08-28-180651.gpx
6df8d0d1-6a8a-4a55-9ad0-0a473faf5119,2014-08-26 12:52:44,Walking,,2.83,32:38,11:32,5.20,153.0,40,,"","",2014-08-26-125244.gpx
7580dd9f-4bc8-4b91-aaac-8d2251bbbae0,2014-08-25 12:15:23,Walking,,1.19,14:29,12:08,4.94,73.0,43,,"","",2014-08-25-121523.gpx
72c19967-f3e0-4ea1-b926-8d70d03b531a,2014-08-24 13:25:27,Walking,,7.20,1:31:12,12:40,4.74,412.0,171,,"","",2014-08-24-132527.gpx
b4fba66b-2914-4727-959f-aaca32d326b7,2014-06-24 22:50:42,Running,,2.89,15:09,5:15,11.43,217.0,5,,"","",2014-06-24-225042.gpx
41ef9e4f-f455-495f-a876-529e389d4fc0,2014-06-17 19:14:05,Running,,5.44,34:36,6:22,9.43,409.0,18,,"","",2014-06-17-191405.gpx
509416dc-7c41-4ee7-9762-00fc0e713bd2,2014-06-11 19:46:59,Running,,5.49,35:51,6:32,9.19,404.0,18,,"","",2014-06-11-194659.gpx
ed40f740-a84d-4d49-bfa2-c9fb9f585e4d,2014-06-08 21:08:46,Running,,5.65,35:51,6:21,9.45,415.0,18,,"","",2014-06-08-210846.gpx
d7b42676-14d9-40b6-996f-ae7a79875937,2014-06-03 18:52:55,Running,,5.43,39:05,7:12,8.34,400.0,18,,"","",2014-06-03-185255.gpx
e34f2247-a503-4dc7-9892-8976f8a6ec90,2014-06-02 17:57:08,Running,,5.43,38:12,7:02,8.53,402.0,18,,"","",2014-06-02-175708.gpx
092ae8ad-a0ee-4589-a4bd-2fee371bbb66,2014-05-30 17:16:01,Running,,2.16,14:32,6:44,8.90,171.0,27,,"","",2014-05-30-171601.gpx
5ebf8d8d-9e1c-4c87-a5d3-516444b3c61d,2014-04-29 19:25:54,Running,,5.46,39:55,7:19,8.20,396.0,18,,"","",2014-04-29-192554.gpx
38094c1e-48d8-4df6-85f7-a4e9514f982e,2014-04-23 15:47:58,Running,,5.43,41:26,7:38,7.86,384.0,18,,"","",2014-04-23-154758.gpx
21357f18-03f8-4e6d-b826-94db1c47e9d5,2013-09-23 15:35:30,Running,,5.43,35:00,6:27,9.30,414.0,18,,"","",2013-09-23-153530.gpx
4447320e-494f-44d2-90e7-5e0413d1c412,2013-09-19 15:16:43,Running,,5.42,37:15,6:53,8.72,401.0,18,,"","",2013-09-19-151643.gpx
293011dd-4ff2-4166-bd44-e5ce744ad73b,2013-09-12 20:12:05,Running,,5.48,35:07,6:25,9.36,411.0,18,,"","",2013-09-12-201205.gpx
5fc178ea-d74a-4c4b-aef6-0df04e95a91f,2013-09-10 14:10:07,Running,,5.42,36:01,6:38,9.03,528.0,374,,"","",2013-09-10-141007.gpx
77e07460-c247-4a73-8825-cc1547174cc5,2013-09-08 19:58:14,Running,,4.09,26:14,6:25,9.36,322.0,68,,"","",2013-09-08-195814.gpx
323b1f5e-ce00-4db1-84b2-3ee17fe9c664,2013-09-07 15:39:50,Walking,,4.05,52:35,12:59,4.62,244.0,68,,"","",2013-09-07-153950.gpx
b848544a-5dec-4da5-88f6-e983380c4498,2013-09-06 15:03:42,Running,,5.42,35:24,6:32,9.19,403.0,18,,"","",2013-09-06-150342.gpx
54a640e3-15ce-46e7-83af-8973d92819c1,2013-09-04 20:36:31,Running,,5.39,34:43,6:26,9.32,410.0,18,,"","",2013-09-04-203631.gpx
38dc40c5-0e7f-4266-8eb1-85032a6a53ce,2013-08-31 18:46:49,Running,,5.39,35:32,6:35,9.11,404.0,18,,"","",2013-08-31-184649.gpx
8a222d81-33a5-4ad2-97a0-2f5dc498dc05,2013-08-28 19:55:01,Running,,5.49,35:26,6:28,9.29,411.0,18,,"","",2013-08-28-195501.gpx
e775c5cb-d754-4ecf-876c-1768a6f0f306,2013-08-27 17:37:05,Running,,5.39,36:38,6:48,8.82,391.0,18,,"","",2013-08-27-173705.gpx
48398cad-1e48-4611-a8f5-f65bd5b8bb5c,2013-08-24 19:16:06,Running,,4.39,30:20,6:55,8.68,320.0,13,,"","",2013-08-24-191606.gpx
45658f88-8c3a-4a6b-a3eb-56ec9abbe2cd,2013-08-19 19:15:58,Running,,2.17,12:41,5:51,10.27,171.0,27,,"","",2013-08-19-191558.gpx
f1e09ebe-6909-4bab-b3de-c0aa450d8c32,2013-08-14 17:29:41,Running,,2.22,13:38,6:08,9.77,175.0,27,,"","",2013-08-14-172941.gpx
2b5b1fea-ae5e-4ce6-8bdd-4c39fa48578f,2013-08-11 17:57:39,Running,,2.19,13:50,6:20,9.48,173.0,27,,"","",2013-08-11-175739.gpx
